category,name,formula_latex,formula_ascii,description,parameters,parameter_values,complexity_time,complexity_space,pipeline_stages,is_lossless,prerequisites
ENTROPY_CODER,Asymmetric Numeral Systems (ANS),"C(x, s) = \lfloor x/f_s \rfloor \cdot 2^n + CDF(s) + (x \mod f_s)","C(state, symbol) = floor(state/freq) * 2^n + CDF(symbol) + (state mod freq)",Modern entropy coder combining arithmetic efficiency with table-based speed,"{""table_log"": ""log2 of state table size""}","{""table_log"": 12}",O(n),O(2^table_log),[3],True,[]
ENTROPY_CODER,tANS (Tabled ANS),state' = table[state][symbol]; \quad \text{output} = state' \gg \text{bits},new_state = encoding_table[state][symbol]; output overflowing bits,Table-driven ANS for very fast encoding/decoding; used in ZSTD,"{""table_log"": ""log2 of table size""}","{""table_log"": 9}",O(n),O(|Σ| * 2^table_log),[3],True,[]
ENTROPY_CODER,tANS (Tabled ANS),state' = table[state][symbol]; \quad \text{output} = state' \gg \text{bits},new_state = encoding_table[state][symbol]; output overflowing bits,Table-driven ANS for very fast encoding/decoding; used in ZSTD,"{""table_log"": ""log2 of table size""}","{""table_log"": 10}",O(n),O(|Σ| * 2^table_log),[3],True,[]
ENTROPY_CODER,tANS (Tabled ANS),state' = table[state][symbol]; \quad \text{output} = state' \gg \text{bits},new_state = encoding_table[state][symbol]; output overflowing bits,Table-driven ANS for very fast encoding/decoding; used in ZSTD,"{""table_log"": ""log2 of table size""}","{""table_log"": 11}",O(n),O(|Σ| * 2^table_log),[3],True,[]
ENTROPY_CODER,tANS (Tabled ANS),state' = table[state][symbol]; \quad \text{output} = state' \gg \text{bits},new_state = encoding_table[state][symbol]; output overflowing bits,Table-driven ANS for very fast encoding/decoding; used in ZSTD,"{""table_log"": ""log2 of table size""}","{""table_log"": 12}",O(n),O(|Σ| * 2^table_log),[3],True,[]
ENTROPY_CODER,rANS (Range ANS),x' = (x // f_s) \cdot M + CDF(s) + (x \mod f_s),new_state = (state // freq) * total_freq + CDF(symbol) + (state mod freq),Range-based ANS; good for adaptive coding,"{""precision"": ""frequency precision bits""}","{""precision"": 12}",O(n),O(|Σ|),[3],True,[]
ENTROPY_CODER,rANS (Range ANS),x' = (x // f_s) \cdot M + CDF(s) + (x \mod f_s),new_state = (state // freq) * total_freq + CDF(symbol) + (state mod freq),Range-based ANS; good for adaptive coding,"{""precision"": ""frequency precision bits""}","{""precision"": 14}",O(n),O(|Σ|),[3],True,[]
ENTROPY_CODER,rANS (Range ANS),x' = (x // f_s) \cdot M + CDF(s) + (x \mod f_s),new_state = (state // freq) * total_freq + CDF(symbol) + (state mod freq),Range-based ANS; good for adaptive coding,"{""precision"": ""frequency precision bits""}","{""precision"": 16}",O(n),O(|Σ|),[3],True,[]
RUN_LENGTH,Basic RLE,"\text{encode}(s^n) = (n, s)","encode(symbol repeated n times) = (count, symbol)","Replace runs of identical symbols with (count, symbol) pairs","{""max_run"": ""maximum run length""}","{""max_run"": 127}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Basic RLE,"\text{encode}(s^n) = (n, s)","encode(symbol repeated n times) = (count, symbol)","Replace runs of identical symbols with (count, symbol) pairs","{""max_run"": ""maximum run length""}","{""max_run"": 255}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Basic RLE,"\text{encode}(s^n) = (n, s)","encode(symbol repeated n times) = (count, symbol)","Replace runs of identical symbols with (count, symbol) pairs","{""max_run"": ""maximum run length""}","{""max_run"": 65535}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,PackBits RLE,\begin{cases} n \geq 0: & n+1 \text{ literal bytes follow} \\ n < 0: & \text{repeat next byte } |n|+1 \text{ times} \end{cases},n >= 0: (n+1) literals follow; n < 0: repeat next byte (|n|+1) times,Apple's RLE variant; efficient for mixed runs and literals,{},{},O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Zero RLE,"\text{encode}(0^n) = (\text{ZERO\_TOKEN}, n); \text{ others literal}","encode(n zeros) = (ZERO_TOKEN, count); non-zeros passed through",RLE specialized for runs of zeros; common after BWT+MTF,"{""threshold"": ""minimum zeros to encode""}","{""threshold"": 1}",O(n),O(1),[2],True,"[""Move-to-Front Transform""]"
RUN_LENGTH,Zero RLE,"\text{encode}(0^n) = (\text{ZERO\_TOKEN}, n); \text{ others literal}","encode(n zeros) = (ZERO_TOKEN, count); non-zeros passed through",RLE specialized for runs of zeros; common after BWT+MTF,"{""threshold"": ""minimum zeros to encode""}","{""threshold"": 2}",O(n),O(1),[2],True,"[""Move-to-Front Transform""]"
RUN_LENGTH,Zero RLE,"\text{encode}(0^n) = (\text{ZERO\_TOKEN}, n); \text{ others literal}","encode(n zeros) = (ZERO_TOKEN, count); non-zeros passed through",RLE specialized for runs of zeros; common after BWT+MTF,"{""threshold"": ""minimum zeros to encode""}","{""threshold"": 3}",O(n),O(1),[2],True,"[""Move-to-Front Transform""]"
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 1}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 2}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 4}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 8}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 16}",O(n),O(1),"[2, 3]",True,[]
RUN_LENGTH,Golomb-Rice RLE,"q = \lfloor n/m \rfloor, r = n \mod m; \text{ encode } q \text{ in unary, } r \text{ in binary}",quotient = n // m; remainder = n mod m; output unary(q) + binary(r),Variable-length RLE using Golomb coding; optimal for geometric distribution,"{""m"": ""Golomb divisor (power of 2 for Rice)""}","{""m"": 32}",O(n),O(1),"[2, 3]",True,[]
CONTEXT_MODEL,Context Mixing (Linear),P = \sum_{i} w_i \cdot P_i \text{ where } \sum w_i = 1,P = SUM(weight_i * P_i) where weights sum to 1,Weighted combination of multiple context model predictions,"{""num_models"": ""number of models to mix""}","{""num_models"": 2}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Linear),P = \sum_{i} w_i \cdot P_i \text{ where } \sum w_i = 1,P = SUM(weight_i * P_i) where weights sum to 1,Weighted combination of multiple context model predictions,"{""num_models"": ""number of models to mix""}","{""num_models"": 4}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Linear),P = \sum_{i} w_i \cdot P_i \text{ where } \sum w_i = 1,P = SUM(weight_i * P_i) where weights sum to 1,Weighted combination of multiple context model predictions,"{""num_models"": ""number of models to mix""}","{""num_models"": 8}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Linear),P = \sum_{i} w_i \cdot P_i \text{ where } \sum w_i = 1,P = SUM(weight_i * P_i) where weights sum to 1,Weighted combination of multiple context model predictions,"{""num_models"": ""number of models to mix""}","{""num_models"": 16}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Logistic/PAQ),P = \sigma\left(\sum_i w_i \cdot \text{stretch}(P_i)\right) \text{ where stretch}(p) = \ln\frac{p}{1-p},P = sigmoid(SUM(w_i * ln(P_i / (1 - P_i)))),Logistic mixing in log-odds space; more stable than linear mixing,"{""learning_rate"": ""weight adaptation rate""}","{""learning_rate"": 0.001}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Logistic/PAQ),P = \sigma\left(\sum_i w_i \cdot \text{stretch}(P_i)\right) \text{ where stretch}(p) = \ln\frac{p}{1-p},P = sigmoid(SUM(w_i * ln(P_i / (1 - P_i)))),Logistic mixing in log-odds space; more stable than linear mixing,"{""learning_rate"": ""weight adaptation rate""}","{""learning_rate"": 0.005}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Logistic/PAQ),P = \sigma\left(\sum_i w_i \cdot \text{stretch}(P_i)\right) \text{ where stretch}(p) = \ln\frac{p}{1-p},P = sigmoid(SUM(w_i * ln(P_i / (1 - P_i)))),Logistic mixing in log-odds space; more stable than linear mixing,"{""learning_rate"": ""weight adaptation rate""}","{""learning_rate"": 0.01}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Context Mixing (Logistic/PAQ),P = \sigma\left(\sum_i w_i \cdot \text{stretch}(P_i)\right) \text{ where stretch}(p) = \ln\frac{p}{1-p},P = sigmoid(SUM(w_i * ln(P_i / (1 - P_i)))),Logistic mixing in log-odds space; more stable than linear mixing,"{""learning_rate"": ""weight adaptation rate""}","{""learning_rate"": 0.05}",O(n * num_models),O(num_models * model_size),[2],True,[]
CONTEXT_MODEL,Secondary Symbol Estimation (SSE),P' = T[context][discretize(P)],P_adjusted = lookup_table[context][quantized_probability],Table-based probability adjustment; sharpens mixer output,"{""table_bits"": ""bits for probability quantization""}","{""table_bits"": 5}",O(1),O(contexts * 2^table_bits),[2],True,[]
CONTEXT_MODEL,Secondary Symbol Estimation (SSE),P' = T[context][discretize(P)],P_adjusted = lookup_table[context][quantized_probability],Table-based probability adjustment; sharpens mixer output,"{""table_bits"": ""bits for probability quantization""}","{""table_bits"": 6}",O(1),O(contexts * 2^table_bits),[2],True,[]
CONTEXT_MODEL,Secondary Symbol Estimation (SSE),P' = T[context][discretize(P)],P_adjusted = lookup_table[context][quantized_probability],Table-based probability adjustment; sharpens mixer output,"{""table_bits"": ""bits for probability quantization""}","{""table_bits"": 7}",O(1),O(contexts * 2^table_bits),[2],True,[]
CONTEXT_MODEL,Secondary Symbol Estimation (SSE),P' = T[context][discretize(P)],P_adjusted = lookup_table[context][quantized_probability],Table-based probability adjustment; sharpens mixer output,"{""table_bits"": ""bits for probability quantization""}","{""table_bits"": 8}",O(1),O(contexts * 2^table_bits),[2],True,[]
CONTEXT_MODEL,Indirect Context Model,"context = hash(byte_{-1}, byte_{-2}, ..., bit\_pos)","context = hash(previous_bytes, current_bit_position)",Uses hash of recent bytes plus bit position as context,"{""context_bits"": ""bits for context hash""}","{""context_bits"": 16}",O(1),O(2^context_bits),[2],True,[]
CONTEXT_MODEL,Indirect Context Model,"context = hash(byte_{-1}, byte_{-2}, ..., bit\_pos)","context = hash(previous_bytes, current_bit_position)",Uses hash of recent bytes plus bit position as context,"{""context_bits"": ""bits for context hash""}","{""context_bits"": 18}",O(1),O(2^context_bits),[2],True,[]
CONTEXT_MODEL,Indirect Context Model,"context = hash(byte_{-1}, byte_{-2}, ..., bit\_pos)","context = hash(previous_bytes, current_bit_position)",Uses hash of recent bytes plus bit position as context,"{""context_bits"": ""bits for context hash""}","{""context_bits"": 20}",O(1),O(2^context_bits),[2],True,[]
CONTEXT_MODEL,Indirect Context Model,"context = hash(byte_{-1}, byte_{-2}, ..., bit\_pos)","context = hash(previous_bytes, current_bit_position)",Uses hash of recent bytes plus bit position as context,"{""context_bits"": ""bits for context hash""}","{""context_bits"": 22}",O(1),O(2^context_bits),[2],True,[]
CONTEXT_MODEL,Indirect Context Model,"context = hash(byte_{-1}, byte_{-2}, ..., bit\_pos)","context = hash(previous_bytes, current_bit_position)",Uses hash of recent bytes plus bit position as context,"{""context_bits"": ""bits for context hash""}","{""context_bits"": 24}",O(1),O(2^context_bits),[2],True,[]
CONTEXT_MODEL,Match Model,P(bit) = \begin{cases} 0.99 & \text{if match and bit matches} \\ 0.01 & \text{if match and bit differs} \\ 0.5 & \text{no match} \end{cases},"P(bit) = 0.99 if matching_context AND bit_matches, else 0.01 if differs, else 0.5",Predicts based on longest context match in history,"{""min_match"": ""minimum match length""}","{""min_match"": 4}",O(n),O(history_size),[2],True,[]
CONTEXT_MODEL,Match Model,P(bit) = \begin{cases} 0.99 & \text{if match and bit matches} \\ 0.01 & \text{if match and bit differs} \\ 0.5 & \text{no match} \end{cases},"P(bit) = 0.99 if matching_context AND bit_matches, else 0.01 if differs, else 0.5",Predicts based on longest context match in history,"{""min_match"": ""minimum match length""}","{""min_match"": 8}",O(n),O(history_size),[2],True,[]
CONTEXT_MODEL,Match Model,P(bit) = \begin{cases} 0.99 & \text{if match and bit matches} \\ 0.01 & \text{if match and bit differs} \\ 0.5 & \text{no match} \end{cases},"P(bit) = 0.99 if matching_context AND bit_matches, else 0.01 if differs, else 0.5",Predicts based on longest context match in history,"{""min_match"": ""minimum match length""}","{""min_match"": 16}",O(n),O(history_size),[2],True,[]
FILTER,E8/E9 Transform (x86 filter),\text{CALL/JMP}(rel) \rightarrow \text{CALL/JMP}(abs),convert relative x86 CALL/JMP addresses to absolute,Converts relative x86 jump addresses to absolute for better compression,{},{},O(n),O(1),[0],True,[]
FILTER,ARM Filter,\text{BL}(rel) \rightarrow \text{BL}(abs),convert relative ARM branch-link addresses to absolute,Converts relative ARM BL addresses to absolute,{},{},O(n),O(1),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 4}",O(n),O(n),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 8}",O(n),O(n),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 16}",O(n),O(n),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 32}",O(n),O(n),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 64}",O(n),O(n),[0],True,[]
FILTER,Record Reordering,"interleave(col_1, col_2, ..., col_n) \text{ from } (rec_1, rec_2, ...)","reorder [rec1, rec2, ...] to [col1_values, col2_values, ...]",Reorders columnar data for better locality,"{""record_size"": ""fixed record size in bytes""}","{""record_size"": 128}",O(n),O(n),[0],True,[]
FILTER,RGB → YCbCr (Lossless),Y = R + G + B; Cb = B - G; Cr = R - G,Y = R + G + B; Cb = B - G; Cr = R - G (reversible integer version),Reversible color space transform; decorrelates image data,{},{},O(n),O(1),[0],True,[]
FILTER,Bit Plane Separation,"planes[i] = (bytes >> i) \& 1 \text{ for } i \in [0, 7]",split bytes into 8 bit planes: plane[i] = all i-th bits,Separates data into bit planes for better entropy coding,{},{},O(n),O(n),[0],True,[]
INTEGER_CODER,Unary Code,U(n) = 1^n 0 \text{ (n ones followed by zero)},U(n) = n ones followed by a zero,Simplest universal code; optimal for geometric(0.5) distribution,{},{},O(n) per integer,O(1),[3],True,[]
INTEGER_CODER,Elias Gamma Code,\gamma(n) = U(\lfloor\log_2 n\rfloor) \cdot bin(n),gamma(n) = unary(floor(log2(n))) + binary(n),Universal code: unary length prefix + binary value,{},{},O(log n) per integer,O(1),[3],True,[]
INTEGER_CODER,Elias Delta Code,\delta(n) = \gamma(\lfloor\log_2 n\rfloor + 1) \cdot bin(n \mod 2^{\lfloor\log_2 n\rfloor}),delta(n) = gamma(floor(log2(n)) + 1) + binary(n mod 2^floor(log2(n))),More efficient than gamma for larger integers,{},{},O(log log n) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 1}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 2}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 3}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 4}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 5}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 6}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 7}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 8}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 10}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 16}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Golomb Code,G_m(n) = U(\lfloor n/m \rfloor) \cdot bin_m(n \mod m),"G_m(n) = unary(n // m) + binary(n mod m, ceil(log2(m)) bits)",Optimal for geometric distribution with parameter p; m ≈ -1/log2(1-p),"{""m"": ""Golomb parameter""}","{""m"": 32}",O(n/m + log m) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 0}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 1}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 2}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 3}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 4}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 5}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Rice Code,"R_k(n) = U(n >> k) \cdot bin(n \& (2^k - 1), k)",R_k(n) = unary(n >> k) + k lowest bits of n,Golomb code with m = 2^k; simpler and faster,"{""k"": ""Rice parameter (log2 of divisor)""}","{""k"": 6}",O(n >> k + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Exponential Golomb,"Exp(n, k) = \gamma(1 + (n >> k)) \cdot bin(n \& (2^k-1), k)","ExpGolomb(n, k) = gamma(1 + (n >> k)) + k lowest bits",Used in H.264/AVC video coding,"{""k"": ""order parameter""}","{""k"": 0}",O(log(n >> k) + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Exponential Golomb,"Exp(n, k) = \gamma(1 + (n >> k)) \cdot bin(n \& (2^k-1), k)","ExpGolomb(n, k) = gamma(1 + (n >> k)) + k lowest bits",Used in H.264/AVC video coding,"{""k"": ""order parameter""}","{""k"": 1}",O(log(n >> k) + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Exponential Golomb,"Exp(n, k) = \gamma(1 + (n >> k)) \cdot bin(n \& (2^k-1), k)","ExpGolomb(n, k) = gamma(1 + (n >> k)) + k lowest bits",Used in H.264/AVC video coding,"{""k"": ""order parameter""}","{""k"": 2}",O(log(n >> k) + k) per integer,O(1),[3],True,[]
INTEGER_CODER,Exponential Golomb,"Exp(n, k) = \gamma(1 + (n >> k)) \cdot bin(n \& (2^k-1), k)","ExpGolomb(n, k) = gamma(1 + (n >> k)) + k lowest bits",Used in H.264/AVC video coding,"{""k"": ""order parameter""}","{""k"": 3}",O(log(n >> k) + k) per integer,O(1),[3],True,[]
INTEGER_CODER,VByte / Varint,\text{VByte}(n) = \text{7 bits data + 1 continuation bit per byte},VByte(n) = sequence of 7-bit chunks with high-bit continuation flag,Simple variable-byte integer encoding; used in Protocol Buffers,{},{},O(log n / 7) per integer,O(1),[3],True,[]
